Data,Hora (UTC),Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm)
01/01/2023,1000,"23,3","23,4","23,2",92.0,93.0,92.0,22,"22,1",22,"1006,5","1006,5",1006,"1,7",78.0,"3,6","0,2",0
01/01/2023,1100,"23,8","23,8","23,3",91.0,92.0,91.0,"22,2","22,3",22,"1007,4","1007,4","1006,5","1,3",57.0,"2,8","127,9",0
01/01/2023,1200,"24,7","24,9","23,8",86.0,91.0,86.0,"22,3","22,7","22,1","1008,1","1008,1","1007,4","2,4",79.0,"3,5","631,4",0
01/01/2023,1300,"27,4","27,6","24,7",76.0,87.0,75.0,"22,7","23,2","22,2","1008,7","1008,8","1008,1","1,8",90.0,"4,2","1859,6",0
01/01/2023,1400,"28,5","28,5","27,4",73.0,76.0,71.0,"23,1","23,1","22,1","1008,7","1008,9","1008,7","1,5",153.0,"3,9","2048,6",0
01/01/2023,1500,"29,7","29,8","28,3",71.0,74.0,69.0,"23,8","24,3","22,5","1008,5","1008,7","1008,5","2,1",160.0,"4,5","2419,1",0
01/01/2023,1600,"29,7","30,9","29,2",69.0,71.0,66.0,"23,5","24,5","22,8","1007,7","1008,5","1007,7","2,8",131.0,"5,2","2919,7",0
01/01/2023,1700,"30,2","31,3","29,5",65.0,69.0,63.0,"22,9","24,1","22,7",1006,"1007,7",1006,"2,7",181.0,"6,2","2790,4",0
01/01/2023,1800,"32,6","32,9","30,2",60.0,67.0,56.0,"23,9","24,1","22,3","1003,9",1006,"1003,9","2,4",181.0,"5,4","3277,3",0
01/01/2023,1900,"30,1","33,1","30,1",65.0,65.0,55.0,"22,7","23,9","22,4","1003,1","1003,9","1003,1","3,2",77.0,6,"1730,9",0
01/01/2023,2000,"27,4","30,1","27,3",76.0,76.0,61.0,"22,7",23,"20,9","1003,3","1003,3","1002,9","3,3",76.0,"8,3","382,2",0
01/01/2023,2100,"28,4","28,4","27,4",69.0,76.0,69.0,"22,1",23,22,"1003,3","1003,5","1003,2","2,7",69.0,"5,8","751,5",0
01/01/2023,2200,"27,2","28,4","27,2",76.0,76.0,69.0,"22,6","22,6",22,"1003,7","1003,7","1003,3","1,6",75.0,"4,7","265,4",0
01/01/2023,2300,"26,3","27,2","26,3",82.0,82.0,76.0,"22,9","22,9","22,5","1005,1","1005,1","1003,7","1,6",75.0,"3,2","5,2",0
02/01/2023,1000,"24,6","24,7","24,5",90.0,90.0,88.0,"22,8","22,8","22,5","1006,5","1006,5","1005,9",0,74.0,"1,4","0,3",0
02/01/2023,1100,"25,3","25,3","24,6",88.0,90.0,87.0,"23,1","23,1","22,7","1007,4","1007,4","1006,5","1,2",87.0,"2,1","130,2",0
02/01/2023,1200,26,"26,4","25,2",83.0,88.0,82.0,23,"23,7","22,7","1008,2","1008,2","1007,4","1,8",89.0,"2,9","605,7",0
02/01/2023,1300,"26,3","27,2",26,80.0,83.0,77.0,"22,6","23,3","22,3","1008,8","1008,8","1008,2","1,7",118.0,"3,2","724,6",0
02/01/2023,1400,"27,6","27,6","26,3",76.0,82.0,76.0,"22,9","23,1","22,1","1008,7","1008,8","1008,6","0,6",152.0,"2,6","836,5",0
02/01/2023,1500,"23,8","27,6","23,8",94.0,94.0,74.0,"22,8",23,"22,2","1008,6","1008,9","1008,5","1,7",235.0,"4,1","251,2","34,8"
02/01/2023,1600,"23,9",24,"23,4",95.0,95.0,94.0,"23,1","23,1","22,5","1007,5","1008,6","1007,4","2,9",289.0,"6,8","254,6","15,2"
02/01/2023,1700,"24,4","24,7",24,93.0,95.0,93.0,"23,2","23,8","23,1","1006,7","1007,5","1006,7","3,3",294.0,"7,3","575,9",0
02/01/2023,1800,24,"24,5",24,91.0,93.0,91.0,"22,6","23,2","22,4",1006,"1006,7",1006,"3,6",295.0,8,"375,9",0
02/01/2023,1900,"23,5","24,1","23,4",93.0,94.0,91.0,"22,4","22,6","22,3","1005,4",1006,"1005,3","4,2",267.0,"9,2","115,5","2,2"
02/01/2023,2000,"23,6","23,6","23,3",93.0,93.0,92.0,"22,4","22,4",22,"1005,4","1005,5","1005,2",3,249.0,"9,7","62,7","1,4"
02/01/2023,2100,"23,2","23,6","23,2",94.0,94.0,92.0,"22,1","22,4","22,1","1005,1","1005,5","1005,1","1,7",276.0,"6,9","38,1","5,8"
02/01/2023,2200,"23,1","23,2",23,91.0,94.0,91.0,"21,6","22,1","21,6","1004,9","1005,1","1004,6","2,4",267.0,5,"45,2","2,8"
02/01/2023,2300,"23,4","23,4","23,1",93.0,93.0,91.0,"22,2","22,2","21,5",1005,1005,"1004,7","1,7",325.0,"4,6","5,4",0
03/01/2023,100,"23,3","23,5","23,3",93.0,93.0,92.0,22,"22,1",22,1007,1007,"1006,1","0,1",333.0,"2,4","0,1",0
03/01/2023,1000,"22,6","22,6","22,5",94.0,94.0,94.0,"21,7","21,7","21,5","1007,2","1007,2","1006,2","0,9",57.0,"2,8","0,6",0
03/01/2023,1100,"22,9","22,9","22,6",94.0,94.0,94.0,"21,9","21,9","21,7","1008,1","1008,1","1007,2","1,4",49.0,2,104,0
03/01/2023,1200,"24,1","24,1","22,9",91.0,94.0,91.0,"22,5","22,6","21,9","1009,2","1009,2","1008,1","1,2",19.0,"2,9","366,1",0
03/01/2023,1300,"25,1","25,2","24,1",86.0,91.0,85.0,"22,6",23,"22,2","1009,8","1009,9","1009,2","1,9",48.0,"3,7","912,3",0
03/01/2023,1400,26,26,25,84.0,86.0,83.0,23,23,"22,2","1009,9",1010,"1009,8","1,1",24.0,"3,1","838,1",0
03/01/2023,1500,"26,9","26,9","25,7",79.0,84.0,79.0,23,"23,2","22,3","1009,5","1009,9","1009,5","1,9",45.0,"3,5","1035,3",0
03/01/2023,1600,"27,3","28,2","26,7",72.0,79.0,69.0,"21,9","23,5","21,4","1008,3","1009,5","1008,3","2,5",342.0,"5,5","1969,6",0
03/01/2023,1700,"24,3","27,3","24,3",88.0,88.0,72.0,"22,1","23,5","21,7","1007,3","1008,3","1007,3","1,3",290.0,"5,5","891,3",5
03/01/2023,1800,"25,6","25,6","24,3",83.0,89.0,82.0,"22,4","22,7","21,9","1005,7","1007,3","1005,7",1,25.0,"3,6","558,6","0,2"
03/01/2023,1900,"26,4","26,5","25,6",79.0,83.0,76.0,"22,4","22,9","21,7","1004,5","1005,7","1004,5","0,8",159.0,"2,2","880,7",0
03/01/2023,2000,"26,2","26,4",26,78.0,80.0,78.0,"22,1","22,6","21,9","1003,8","1004,5","1003,8","1,7",121.0,3,"804,9",0
03/01/2023,2100,"26,1","26,4",26,79.0,82.0,78.0,"22,2","22,9","21,9","1003,7","1003,8","1003,6","1,9",121.0,"3,2","694,4",0
03/01/2023,2200,"25,7","26,2","25,7",81.0,82.0,79.0,"22,3","22,6","22,1","1004,1","1004,1","1003,7","1,4",75.0,"3,1","266,2",0
03/01/2023,2300,"24,9","25,7","24,9",87.0,87.0,81.0,"22,5","22,6","22,2","1004,6","1004,6","1004,1","0,3",134.0,"2,6","5,9",0
04/01/2023,1000,"23,8",24,"23,7",93.0,94.0,93.0,"22,7","22,8","22,6","1006,4","1006,5","1005,9","1,1",82.0,3,"0,4",0
04/01/2023,1100,"24,3","24,3","23,8",92.0,94.0,92.0,"22,9","22,9","22,7","1007,3","1007,3","1006,4","1,2",86.0,"2,2","151,1",0
04/01/2023,1200,"24,9",25,"24,3",87.0,92.0,87.0,"22,6","22,9","22,5",1008,1008,"1007,3","2,2",96.0,"3,9","551,1",0
04/01/2023,1300,"26,8","26,8","24,9",78.0,88.0,78.0,"22,6","23,1","22,5","1008,7","1008,7",1008,"1,6",69.0,"4,8","1255,8",0
04/01/2023,1400,"28,2","28,7","26,7",72.0,78.0,70.0,"22,7","23,3","22,2","1008,6","1008,8","1008,6","1,8",91.0,"4,2","2342,3",0
04/01/2023,1500,"29,9","29,9","28,2",71.0,73.0,66.0,24,"24,2","22,3","1007,8","1008,6","1007,8",2,142.0,"5,2","2269,1",0
04/01/2023,1600,"30,9",31,"28,4",62.0,73.0,61.0,"22,6","24,7","22,3","1007,2","1007,8","1007,2","1,6",115.0,"5,2","2350,9",0
04/01/2023,1700,"30,7","31,6","30,1",61.0,68.0,58.0,"22,4","23,8","21,6",1006,"1007,2",1006,"2,1",90.0,"6,1","2196,9",0
04/01/2023,1800,"31,3","31,8","30,3",61.0,64.0,56.0,"22,8","23,4","21,5","1005,1",1006,"1005,1","1,9",224.0,"5,4","1911,6",0
04/01/2023,1900,"28,9","31,7",26,69.0,74.0,57.0,"22,6","23,2","19,9","1003,8","1005,1","1003,8","0,4",305.0,"14,3","887,6","3,4"
04/01/2023,2000,"31,5","32,2",29,57.0,70.0,57.0,22,"23,8",22,1003,"1003,8",1003,"1,6",24.0,"4,2","1437,9",0
04/01/2023,2100,"29,1","31,5","29,1",67.0,68.0,57.0,"22,4","22,5","21,7","1002,9","1003,1","1002,8","1,7",49.0,"4,7","543,8",0
04/01/2023,2200,"28,5","29,1","28,5",70.0,71.0,66.0,"22,5","22,8","22,1","1003,5","1003,5","1002,9","1,1",15.0,"3,3","125,3",0
04/01/2023,2300,"27,3","28,5","27,3",78.0,78.0,70.0,"23,1","23,1","22,4","1004,6","1004,6","1003,5","1,5",359.0,"3,3","5,8",0
05/01/2023,1000,"23,7","24,2","23,7",91.0,91.0,89.0,"22,2","22,4","22,2","1006,7","1006,7","1006,2","0,9",332.0,"2,8","0,5",0
05/01/2023,1100,"24,3","24,3","23,7",90.0,92.0,90.0,"22,5","22,6","22,2","1007,8","1007,8","1006,7","0,9",328.0,"2,8","140,8",0
05/01/2023,1200,"26,8","26,8","24,3",80.0,90.0,80.0,23,"23,1","22,5","1008,3","1008,3","1007,8",2,319.0,"4,8","1040,2",0
05/01/2023,1300,"28,3","28,6","26,8",68.0,80.0,68.0,"21,9","23,2","21,8","1009,2","1009,2","1008,3","1,8",16.0,"4,8","1522,9",0
05/01/2023,1400,"28,8","29,6","28,2",66.0,71.0,65.0,"21,9","23,1","21,8","1009,4","1009,4","1009,2","3,3",23.0,"6,3","1977,1",0
05/01/2023,1500,"28,3","29,6","28,2",72.0,73.0,64.0,"22,9",23,"21,6",1009,"1009,5",1009,"2,6",33.0,"6,9","1437,4",0
05/01/2023,1600,"29,6","30,4","28,4",66.0,73.0,62.0,"22,4","23,4","21,9","1007,9",1009,"1007,9","3,5",33.0,"7,9","2246,3",0
05/01/2023,1700,"29,9","30,4","28,1",65.0,74.0,64.0,"22,5","24,5","22,1","1006,4","1007,9","1006,4",3,13.0,"6,8","2103,9",0
05/01/2023,1800,"30,8","32,2","29,5",58.0,67.0,55.0,"21,6",23,"21,5","1005,1","1006,4","1005,1","3,2",49.0,"6,8","2151,9",0
05/01/2023,1900,"27,9","31,3","27,9",62.0,62.0,57.0,"19,9","22,3","19,8","1004,5","1005,1","1004,1","5,3",47.0,"11,3","1511,5",0
05/01/2023,2000,"24,5","27,9","23,9",88.0,91.0,62.0,"22,4","22,8","20,1","1003,9","1004,6","1003,8","1,5",110.0,"11,3","303,7",3
05/01/2023,2100,"24,9","24,9","24,5",89.0,90.0,86.0,23,"23,1","22,2","1004,2","1004,2","1003,9","0,7",247.0,"2,4","47,5","0,2"
05/01/2023,2200,25,"25,1","24,8",90.0,90.0,89.0,"23,2","23,3",23,1004,"1004,3","1003,9","0,1",230.0,"1,5",91,"0,4"
05/01/2023,2300,"24,8",25,"24,7",90.0,91.0,89.0,"23,1","23,4",23,"1005,6","1005,6",1004,"0,6",208.0,"2,9","5,2",0
06/01/2023,100,"24,8","25,3","24,8",90.0,90.0,87.0,"23,1","23,3",23,"1007,9",1008,"1006,4","0,9",318.0,"3,9","0,1",0
06/01/2023,1100,22,"23,3","21,8",94.0,94.0,90.0,21,"21,8","20,5","1010,5","1010,5","1008,7","2,6",30.0,"6,9","11,6","7,8"
06/01/2023,1200,"22,3","22,4",22,93.0,94.0,93.0,"21,2","21,3",21,"1011,6","1011,6","1010,5","2,6",80.0,"5,5","68,7","5,8"
06/01/2023,1300,"22,4","22,4","22,1",94.0,94.0,93.0,"21,4","21,4","20,9","1011,3","1011,8","1011,3","0,9",156.0,6,"118,5","11,2"
06/01/2023,1400,"24,1","24,1","22,4",88.0,94.0,88.0,22,"22,4","21,4","1010,8","1011,3","1010,8","1,5",107.0,"3,4","671,3","0,6"
06/01/2023,1500,26,26,24,82.0,88.0,81.0,"22,6","22,7","21,7","1009,7","1010,8","1009,7","1,6",88.0,"3,6",1361,0
06/01/2023,1600,"26,4","27,1",26,78.0,82.0,76.0,"22,4","22,8",22,"1008,7","1009,7","1008,7","2,3",114.0,"3,6","1497,8","0,2"
06/01/2023,1700,"26,5",27,"26,2",80.0,80.0,77.0,"22,7","22,9","22,2","1007,4","1008,7","1007,4","1,7",137.0,"3,8","943,1",0
06/01/2023,1800,"26,1","26,5","25,9",81.0,82.0,79.0,"22,7",23,"22,5","1006,7","1007,4","1006,7","2,5",121.0,"4,2","703,3",0
06/01/2023,1900,"26,3","26,3","25,8",83.0,83.0,81.0,"23,1","23,1","22,5","1005,5","1006,7","1005,5","1,4",105.0,"4,6","645,9",0
06/01/2023,2000,"26,7","26,9","26,2",78.0,83.0,78.0,"22,5",23,"22,4","1004,3","1005,5","1004,3","1,2",64.0,"3,5","933,3",0
06/01/2023,2100,"27,1","27,2","26,5",78.0,80.0,78.0,23,"23,2","22,6","1004,1","1004,3",1004,"1,2",70.0,"3,1","793,6",0
06/01/2023,2200,"26,5","27,1","26,5",80.0,81.0,78.0,"22,8","23,1","22,8","1004,5","1004,5",1004,"2,3",93.0,"3,7","300,3",0
07/01/2023,1000,"24,7","24,7","24,3",90.0,93.0,90.0,23,"23,2",23,"1008,4","1008,4","1008,1",1,267.0,"2,1","0,5",0
07/01/2023,1100,"25,6","25,6","24,7",86.0,90.0,86.0,"23,2","23,2","22,9","1009,1","1009,1","1008,4","0,6",240.0,"2,2","172,9",0
07/01/2023,1200,"27,3","27,6","25,6",79.0,86.0,79.0,"23,3","23,9",23,"1009,5","1009,5","1009,1","0,8",241.0,"2,4","961,4",0
07/01/2023,1300,"28,5","28,7","27,2",75.0,80.0,73.0,"23,7","24,2","23,1","1009,7","1009,8","1009,5","1,3",213.0,"2,7","1867,6",0
07/01/2023,1400,30,30,"28,1",72.0,76.0,71.0,"24,3","24,3","22,9","1010,1","1010,1","1009,7",1,218.0,"3,3","2465,1",0
07/01/2023,1500,"29,6","30,2","28,9",67.0,72.0,66.0,"22,9","24,1","22,8","1009,8","1010,1","1009,7","1,9",259.0,"3,9","2707,6",0
07/01/2023,1600,31,"31,3","29,4",62.0,69.0,62.0,"22,9","23,8","22,5",1009,"1009,8",1009,"1,9",247.0,"3,9","3296,7",0
07/01/2023,1700,"32,1","32,2","30,7",59.0,64.0,59.0,"23,1","24,2","22,5","1007,8",1009,"1007,8","2,2",246.0,"3,7",3348,0
07/01/2023,1800,32,"32,9","31,8",57.0,62.0,55.0,"22,4","24,1","21,9","1006,2","1007,8","1006,2","1,4",216.0,"4,2","3020,8",0
07/01/2023,1900,"31,6","33,7","31,4",53.0,59.0,51.0,21,"23,6","20,5","1004,7","1006,2","1004,7","1,8",231.0,"5,8","2830,4",0
07/01/2023,2000,"28,1","31,5","28,1",71.0,72.0,53.0,"22,3",23,21,"1004,9",1005,"1004,6","1,6",196.0,"4,2",460,0
07/01/2023,2100,"27,5","28,1","27,5",80.0,80.0,70.0,"23,6","23,8","21,9","1005,1","1005,1","1004,3",2,182.0,5,"274,6",0
07/01/2023,2200,"26,7","27,6","26,7",77.0,80.0,73.0,"22,4","23,7","22,1","1005,4","1005,4",1005,"1,6",234.0,"5,7","154,5",0
07/01/2023,2300,"26,1","26,7",26,83.0,83.0,77.0,23,23,"22,3","1006,3","1006,3","1005,4","2,4",168.0,5,"3,6",0
08/01/2023,1000,"24,1","24,5","24,1",89.0,89.0,86.0,"22,2","22,2","21,9","1007,9","1007,9","1007,2","0,8",35.0,"1,9","0,4",0
08/01/2023,1100,"24,7","24,7",24,87.0,90.0,87.0,"22,5","22,5","22,2",1009,1009,"1007,9","0,1",17.0,"1,9","123,1",0
08/01/2023,1200,26,26,"24,7",83.0,87.0,83.0,"22,8","22,9","22,5",1010,1010,1009,"0,3",16.0,1,"349,6",0
08/01/2023,1300,"27,5","27,5",26,77.0,83.0,77.0,23,"23,5","22,6","1010,5","1010,5",1010,"0,7",231.0,"1,6","791,5",0
08/01/2023,1400,"28,8","28,9","27,1",73.0,78.0,70.0,"23,5","23,7","22,2","1010,7","1010,7","1010,5",1,215.0,"2,6","1476,6",0
08/01/2023,1500,"28,5","29,5","27,9",71.0,76.0,68.0,"22,7","23,7","22,4","1010,3","1010,7","1010,3","1,2",247.0,"3,8","2219,5",0
08/01/2023,1600,"29,4",31,"28,5",67.0,71.0,62.0,"22,6","23,9","21,6","1009,5","1010,3","1009,5","1,8",272.0,"3,3","2690,4",0
08/01/2023,1700,"31,1","31,9","29,4",63.0,67.0,57.0,"23,3","23,3","21,7",1008,"1009,5",1008,"1,4",194.0,"3,9","2601,8",0
08/01/2023,1800,"30,8","32,2",30,64.0,65.0,56.0,"23,2","23,7",22,"1006,3",1008,"1006,3","1,4",218.0,"4,4","1951,2",0
08/01/2023,1900,"29,9",32,"29,8",63.0,66.0,57.0,22,"23,6","21,7","1004,9","1006,3","1004,9","1,6",277.0,"3,9","1589,7",0
08/01/2023,2000,"31,4","31,6","29,7",60.0,65.0,58.0,"22,6","23,1",22,1004,"1004,9","1003,9","0,9",232.0,"3,1",1511,0
08/01/2023,2100,30,"32,2",30,65.0,65.0,58.0,"22,7","23,4","22,2","1004,2","1004,2","1003,9","1,3",225.0,"3,1","990,4",0
08/01/2023,2200,"28,7",30,"28,7",72.0,72.0,65.0,"23,2","23,3","22,7","1004,3","1004,4","1004,1","0,4",207.0,"2,3","197,7",0
08/01/2023,2300,"27,8","28,8","27,8",76.0,76.0,70.0,"23,1","23,4","22,8","1005,4","1005,4","1004,3","2,2",121.0,4,"7,5",0
09/01/2023,1000,25,"25,4",25,91.0,91.0,87.0,"23,3","23,4","22,8","1006,7","1006,8","1006,1","1,8",297.0,"3,5","0,2",0
09/01/2023,1100,"25,4","25,4",25,89.0,91.0,89.0,"23,5","23,5","23,3","1007,8","1007,8","1006,7","0,9",303.0,"3,5","106,9",0
09/01/2023,1200,"25,9",26,"25,3",84.0,89.0,84.0,23,"23,4","22,9","1008,6","1008,6","1007,8","2,4",258.0,"4,5","466,2",0
09/01/2023,1300,"27,3","27,7","25,9",76.0,84.0,75.0,"22,7","23,6","22,5","1008,9","1008,9","1008,5","2,7",249.0,"4,8","1472,8",0
09/01/2023,1400,"28,3","28,3","26,8",72.0,78.0,72.0,"22,9","23,2","22,2","1009,1","1009,2","1008,9","1,6",247.0,"4,5",1943,0
09/01/2023,1500,"28,9","29,1",28,71.0,73.0,70.0,"23,1","23,4","22,4","1008,3","1009,1","1008,3","2,5",253.0,"4,3","2954,5",0
09/01/2023,1600,"30,1","30,4","28,7",64.0,73.0,61.0,"22,5","23,6","21,5",1007,"1008,3",1007,"1,9",248.0,"4,2",3238,0
09/01/2023,1700,"30,8","31,3",30,65.0,67.0,62.0,"23,5","23,9","22,4","1006,2",1007,"1006,1","1,6",247.0,"3,8","3337,1",0
09/01/2023,1800,"22,6","32,2","22,5",93.0,93.0,58.0,"21,5","24,3",20,"1007,1","1007,1",1006,"7,9",67.0,"15,3","2195,9","10,8"
09/01/2023,1900,"22,5","22,6","22,2",95.0,95.0,94.0,"21,7","21,7","21,3","1006,6","1007,5","1006,6",4,48.0,"15,3","60,1",20
09/01/2023,2000,"23,1","23,2","22,5",95.0,95.0,95.0,"22,2","22,3","21,7",1006,"1006,8",1006,"1,4",15.0,"7,6",55,"1,6"
09/01/2023,2100,"23,1","23,2",23,94.0,95.0,94.0,"22,1","22,2","22,1","1005,5",1006,"1005,5","1,4",22.0,"3,4","117,3","1,2"
09/01/2023,2200,"23,2","23,3","23,1",92.0,94.0,92.0,"21,9","22,3","21,8","1005,8","1005,8","1005,2","0,8",291.0,3,"54,7","0,2"
09/01/2023,2300,"23,1","23,3",23,93.0,93.0,92.0,"21,8","21,9","21,7","1006,4","1006,5","1005,8","1,1",74.0,"2,5","1,1","0,2"
10/01/2023,100,"23,3","23,3","23,2",88.0,93.0,88.0,"21,3",22,"21,2",1008,1008,1007,"1,5",301.0,"2,5","0,3",0
10/01/2023,200,"23,9","23,9","23,1",90.0,91.0,88.0,"22,2","22,3","21,1","1008,8","1008,8",1008,"1,8",162.0,"3,7","0,1",0
10/01/2023,1000,"22,7","22,7","22,6",95.0,95.0,94.0,"21,8","21,8","21,7","1007,3","1007,3","1006,9","0,4",112.0,"1,1","0,1",0
10/01/2023,1100,"23,5","23,5","22,7",94.0,95.0,94.0,"22,5","22,5","21,8","1008,4","1008,4","1007,3","1,1",112.0,"1,6","138,9",0
10/01/2023,1200,"25,2","25,2","23,5",86.0,94.0,86.0,"22,6","22,9","22,5","1009,2","1009,2","1008,4","0,9",138.0,"2,9","736,7",0
10/01/2023,1300,"25,9",26,"25,1",80.0,86.0,80.0,"22,3","22,9","22,1","1009,9","1009,9","1009,2","2,3",124.0,4,"1195,5",0
10/01/2023,1400,"25,5","25,9","25,2",81.0,83.0,80.0,22,"22,4","21,9","1010,9","1010,9","1009,9","4,3",110.0,"8,2",1124,0
10/01/2023,1500,"26,8",27,"25,2",73.0,81.0,72.0,"21,6","22,2","21,1","1010,4",1011,"1010,4","2,6",124.0,"7,5","1538,8",0
10/01/2023,1600,"25,9","27,1","25,9",78.0,78.0,71.0,"21,8","21,9","21,2",1010,"1010,4",1010,"2,4",74.0,"7,3","1181,3",0
10/01/2023,1700,"27,7","27,8","25,9",70.0,79.0,69.0,"21,8","22,4","21,5","1008,8",1010,"1008,8","2,6",87.0,"5,3","1753,8",0
10/01/2023,1800,"28,3","29,2","27,4",66.0,70.0,62.0,"21,2","22,1","20,8","1007,9","1008,8","1007,9","0,9",55.0,"5,6","2299,3",0
10/01/2023,1900,"28,7","29,1","27,7",64.0,69.0,62.0,"21,2","22,4","20,7","1006,4","1007,9","1006,4","2,5",90.0,"5,7","2298,8",0
10/01/2023,2000,"28,2",29,"27,8",69.0,70.0,63.0,22,"22,1","20,8","1004,7","1006,4","1004,7",3,72.0,"6,1","1865,6",0
10/01/2023,2100,"28,7","28,8","28,2",65.0,69.0,65.0,"21,5","22,1","21,2","1004,7","1004,7","1004,4","2,4",52.0,"6,2","1155,6",0
10/01/2023,2200,"27,5","28,8","27,5",71.0,71.0,64.0,"21,6","21,7",21,"1005,3","1005,3","1004,7",2,35.0,"4,9",337,0
10/01/2023,2300,26,"27,5",26,80.0,80.0,71.0,"22,2","22,3","21,5","1005,3","1005,4","1005,3","1,7",48.0,"4,2","9,3",0
11/01/2023,1000,24,"24,2",24,92.0,92.0,92.0,"22,6","22,8","22,6","1007,7","1007,7","1007,2","0,2",7.0,"1,4","0,4",0
11/01/2023,1100,"24,6","24,6",24,91.0,92.0,91.0,23,23,"22,6","1008,9","1008,9","1007,7","0,7",73.0,"1,4","95,9",0
11/01/2023,1200,"25,4","25,4","24,6",85.0,91.0,85.0,"22,7",23,"22,7","1009,7","1009,7","1008,9","2,1",128.0,"3,4","352,7",0
11/01/2023,1300,"26,9","26,9","25,4",79.0,85.0,79.0,"22,9","23,3","22,5",1010,1010,"1009,7","2,3",126.0,"4,5",1241,0
11/01/2023,1400,"27,9","28,5","26,7",76.0,79.0,74.0,"23,2","24,1","22,5","1010,1","1010,1","1009,9","2,5",114.0,5,"2038,2",0
11/01/2023,1500,"28,5","29,3","27,9",70.0,76.0,69.0,"22,5","23,8","22,3","1009,3","1010,1","1009,3","3,1",118.0,"6,2","2636,2",0
11/01/2023,1600,"30,4","30,7","28,5",65.0,71.0,64.0,"23,1","23,6","22,5","1008,4","1009,3","1008,4","2,8",153.0,6,"2754,7",0
11/01/2023,1700,"30,9","31,4","30,2",63.0,65.0,60.0,"23,2","23,6","22,4","1007,5","1008,4","1007,5","2,9",127.0,"6,7","3486,6",0
11/01/2023,1800,"32,6","32,6",31,56.0,63.0,56.0,"22,7","23,5","22,1","1006,1","1007,5","1006,1","3,6",161.0,6,"3237,1",0
11/01/2023,1900,"32,3","32,6","31,2",53.0,58.0,53.0,"21,4","22,7",21,"1004,5","1006,1","1004,5","3,2",120.0,"6,1",2528,0
11/01/2023,2000,"32,2","32,7","31,4",55.0,57.0,51.0,"22,1","22,3","20,9","1003,6","1004,5","1003,6",3,141.0,"7,1","2068,6",0
11/01/2023,2100,30,"32,3",30,65.0,65.0,54.0,"22,7","22,8","21,4","1002,8","1003,6","1002,8","3,2",126.0,"6,5","1137,7",0
11/01/2023,2200,29,"30,1",29,71.0,71.0,65.0,"23,1","23,3","22,7","1003,3","1003,3","1002,6",3,46.0,"5,3","238,8",0
11/01/2023,2300,"27,8",29,"27,8",70.0,73.0,70.0,22,"23,2",22,"1004,4","1004,4","1003,3","2,4",61.0,"5,3","12,6",0
12/01/2023,1000,"24,3","24,4","24,3",92.0,92.0,91.0,"22,9","22,9","22,8","1006,4","1006,4","1005,5","0,1",31.0,"2,2","0,6",0
12/01/2023,1100,"25,2","25,2","24,3",90.0,92.0,90.0,"23,4","23,5","22,9","1007,7","1007,7","1006,4",1,20.0,"1,9","102,7",0
12/01/2023,1200,"25,9","25,9","25,1",86.0,90.0,86.0,"23,5","23,6","23,3","1008,6","1008,6","1007,7","1,2",26.0,"2,4",316,0
12/01/2023,1300,"27,2","27,7","25,9",79.0,87.0,79.0,"23,3","24,3","23,2","1008,9","1008,9","1008,6",2,67.0,4,"1009,9",0
12/01/2023,1400,"28,5","28,5",27,78.0,82.0,76.0,"24,4","24,5","23,2","1008,8","1008,9","1008,7","1,9",77.0,4,"1526,3",0
12/01/2023,1500,"29,5",30,28,68.0,78.0,68.0,"23,1",24,"22,8","1008,3","1008,8","1008,3","2,2",44.0,"5,3","2082,8",0
12/01/2023,1600,"29,7","30,3","27,7",76.0,81.0,66.0,25,"25,4","22,5","1007,1","1008,3","1007,1","1,6",161.0,"5,3","2126,6","0,6"
12/01/2023,1700,32,"32,1","29,1",63.0,76.0,61.0,24,25,"22,8","1005,3","1007,1","1005,3","2,6",156.0,"5,3","2281,1",0
12/01/2023,1800,"27,4",32,"26,7",77.0,81.0,61.0,"23,1","24,1","22,2","1003,8","1005,5","1003,8","1,8",337.0,"6,8","844,5","0,2"
12/01/2023,1900,"25,7","29,8","25,7",82.0,86.0,67.0,"22,5","23,8","22,4","1003,4","1004,2","1003,4","2,8",15.0,"6,2","1036,9","4,4"
12/01/2023,2000,"26,5","26,6","25,6",80.0,84.0,80.0,"22,8","23,4","22,4","1002,3","1003,4","1002,3","1,8",23.0,"5,7","713,1",0
12/01/2023,2100,"26,6","26,7","26,5",79.0,80.0,78.0,"22,7",23,"22,5","1001,9","1002,3","1001,8","1,8",25.0,"4,1",433,0
12/01/2023,2200,"26,5","26,8","26,5",81.0,81.0,78.0,"22,9","22,9","22,6","1002,9","1002,9","1001,8",1,333.0,"3,8","224,6",0
12/01/2023,2300,"26,1","26,6","25,9",84.0,85.0,81.0,"23,3","23,3","22,9","1003,5","1003,5","1002,7","0,3",318.0,"2,3",10,0
13/01/2023,1100,"25,2","25,2","24,8",89.0,91.0,89.0,"23,4","23,4","23,1","1006,3","1006,3","1005,8","2,2",266.0,"4,5","103,1",0
